Date,Total bicicle usage(seconds),Number of trips,Proportion members,Usage per bike(seconds),Week day,prcp,t max,t min,average Temp,Holiday,Holiday/Weekend,Year,Month,Week,Day,membership,Temp Level,Rain Level,Day of year,Season
2012-02-14,2932522.0,3885,0.9662805662805662,755.0,Tuesday,0.0,12.8,0.6,6.7,0,0,2012,2,7,14,high,cold,dry,45,winter
2012-02-15,2985362.0,4130,0.9658595641646488,723.0,Wednesday,0.0,12.2,2.2,7.199999999999999,0,0,2012,2,7,15,high,cold,dry,46,winter
2012-02-16,1861722.0,2982,0.9751844399731724,624.0,Thursday,0.12,7.2,1.7,4.45,0,0,2012,2,7,16,high,cold,light,47,winter
2012-02-17,3346357.0,4112,0.9151264591439688,814.0,Friday,0.0,11.7,1.1,6.3999999999999995,0,0,2012,2,7,17,high,cold,dry,48,winter
2012-02-18,6175410.0,4271,0.6640131116834465,1446.0,Saturday,0.0,13.9,-2.2,5.85,0,1,2012,2,7,18,low,cold,dry,49,winter
2012-02-19,2649133.0,2669,0.7684526039715249,993.0,Sunday,0.0,6.7,1.1,3.9000000000000004,0,1,2012,2,7,19,medium,cold,dry,50,winter
2012-02-20,2818006.0,3091,0.8375930119702362,912.0,Monday,0.0,9.4,-1.7,3.85,1,1,2012,2,8,20,high,cold,dry,51,winter
2012-02-21,2697823.0,3749,0.9565217391304348,720.0,Tuesday,0.0,9.4,-5.0,2.2,0,0,2012,2,8,21,high,cold,dry,52,winter
2012-02-22,3893395.0,4736,0.9170185810810809,822.0,Wednesday,0.0,17.2,2.2,9.7,0,0,2012,2,8,22,high,cold,dry,53,winter
2012-02-23,4422193.0,5015,0.8971086739780658,882.0,Thursday,0.0,18.3,8.9,13.600000000000001,0,0,2012,2,8,23,high,cold,dry,54,winter
2012-02-24,2514087.0,3459,0.9288811795316564,727.0,Friday,0.16,12.2,6.1,9.149999999999999,0,0,2012,2,8,24,high,cold,light,55,winter
2012-02-25,2130339.0,2689,0.8821123094087021,792.0,Saturday,0.0,7.2,1.1,4.15,0,1,2012,2,8,25,high,cold,dry,56,winter
2012-02-26,3345261.0,3360,0.8467261904761905,996.0,Sunday,0.0,9.4,0.0,4.7,0,1,2012,2,8,26,high,cold,dry,57,winter
2012-02-27,3347649.0,4286,0.9409706019598694,781.0,Monday,0.0,17.8,-3.9,6.95,0,0,2012,2,9,27,high,cold,dry,58,winter
2012-02-28,3348721.0,4333,0.9471497807523656,773.0,Tuesday,0.0,13.3,2.2,7.75,0,0,2012,2,9,28,high,cold,dry,59,winter
2012-02-29,1148166.0,1815,0.9641873278236914,633.0,Wednesday,1.64,11.7,1.1,6.3999999999999995,0,0,2012,2,9,29,high,cold,heavy,60,winter
2012-03-01,4068138.0,4935,0.9343465045592704,824.0,Thursday,0.04,19.4,6.1,12.75,0,0,2012,3,9,1,high,cold,light,61,winter
2012-03-02,2331219.0,3154,0.9223208623969562,739.0,Friday,0.42,10.6,0.0,5.3,0,0,2012,3,9,2,high,cold,light,62,winter
2012-03-03,4498222.0,4020,0.7624378109452736,1119.0,Saturday,0.49,15.6,7.2,11.4,0,1,2012,3,9,3,medium,cold,light,63,winter
2012-03-04,3406887.0,3378,0.7898164594434577,1009.0,Sunday,0.0,8.9,1.1,5.0,0,1,2012,3,9,4,medium,cold,dry,64,winter
2012-03-05,2213532.0,3308,0.93863361547763,669.0,Monday,0.0,6.7,-1.7,2.5,0,0,2012,3,10,5,high,cold,dry,65,winter
2012-03-06,2947308.0,3925,0.9439490445859872,751.0,Tuesday,0.0,8.9,-3.9,2.5,0,0,2012,3,10,6,high,cold,dry,66,winter
2012-03-07,4067818.0,4874,0.9113664341403364,835.0,Wednesday,0.0,19.4,0.0,9.7,0,0,2012,3,10,7,high,cold,dry,67,winter
2012-03-08,4572828.0,5324,0.9089030803906836,859.0,Thursday,0.0,23.3,11.7,17.5,0,0,2012,3,10,8,high,nice,dry,68,winter
2012-03-09,3855143.0,4525,0.9012154696132596,852.0,Friday,0.01,19.4,3.3,11.35,0,0,2012,3,10,9,high,cold,light,69,winter
2012-03-10,4727432.0,4072,0.7622789783889979,1161.0,Saturday,0.0,8.3,0.0,4.15,0,1,2012,3,10,10,medium,cold,dry,70,winter
2012-03-11,7307155.0,4865,0.6591983556012333,1502.0,Sunday,0.0,17.2,-2.2,7.5,0,1,2012,3,10,11,low,cold,dry,71,winter
2012-03-12,5830981.0,5251,0.8404113502190059,1110.0,Monday,0.0,21.7,1.1,11.4,0,0,2012,3,11,12,high,cold,dry,72,winter
2012-03-13,5769921.0,5788,0.8683483068417416,997.0,Tuesday,0.01,26.7,15.0,20.85,0,0,2012,3,11,13,high,nice,light,73,winter
2012-03-14,6649225.0,6250,0.8403200000000001,1064.0,Wednesday,0.0,26.1,11.1,18.6,0,0,2012,3,11,14,high,nice,dry,74,winter
2012-03-15,6660585.0,6129,0.8360254527655409,1087.0,Thursday,0.0,22.8,8.9,15.850000000000001,0,0,2012,3,11,15,high,nice,dry,75,winter
2012-03-16,3645082.0,4330,0.8734411085450347,842.0,Friday,0.0,17.2,10.0,13.6,0,0,2012,3,11,16,high,cold,dry,76,winter
2012-03-17,13556230.0,7755,0.5932946486137975,1748.0,Saturday,0.0,21.7,7.8,14.75,0,1,2012,3,11,17,low,cold,dry,77,winter
2012-03-18,9515067.0,5832,0.6217421124828533,1632.0,Sunday,0.0,17.8,9.4,13.600000000000001,0,1,2012,3,11,18,low,cold,dry,78,winter
2012-03-19,6533372.0,6101,0.8390427798721521,1071.0,Monday,0.04,23.9,7.2,15.549999999999999,0,0,2012,3,12,19,high,nice,light,79,winter
2012-03-20,6564139.0,6041,0.8260221817579871,1087.0,Tuesday,0.01,22.2,15.0,18.6,0,0,2012,3,12,20,high,nice,light,80,spring
2012-03-21,6558685.0,6169,0.8184470740800778,1063.0,Wednesday,0.0,20.0,13.3,16.65,0,0,2012,3,12,21,high,nice,dry,81,spring
2012-03-22,7907598.0,6811,0.8041403611804434,1161.0,Thursday,0.0,24.4,12.8,18.6,0,0,2012,3,12,22,high,nice,dry,82,spring
2012-03-23,12565909.0,8264,0.7013552758954501,1521.0,Friday,0.0,27.2,11.7,19.45,0,0,2012,3,12,23,medium,nice,dry,83,spring
2012-03-24,3735881.0,3337,0.6904405154330236,1120.0,Saturday,0.69,16.7,11.7,14.2,0,1,2012,3,12,24,low,cold,light,84,spring
2012-03-25,6420394.0,4937,0.6896900951995139,1300.0,Sunday,0.02,16.1,10.6,13.350000000000001,0,1,2012,3,12,25,low,cold,light,85,spring
2012-03-26,5454004.0,5512,0.8550435413642961,989.0,Monday,0.0,15.6,4.4,10.0,0,0,2012,3,13,26,high,cold,dry,86,spring
2012-03-27,4402591.0,5047,0.8947889835545869,872.0,Tuesday,0.0,13.3,-0.6,6.3500000000000005,0,0,2012,3,13,27,high,cold,dry,87,spring
2012-03-28,5461665.0,5639,0.8804752615712006,969.0,Wednesday,0.03,22.8,4.4,13.600000000000001,0,0,2012,3,13,28,high,cold,light,88,spring
2012-03-29,6021378.0,6055,0.8622625928984311,994.0,Thursday,0.0,18.3,8.3,13.3,0,0,2012,3,13,29,high,cold,dry,89,spring
2012-03-30,5320599.0,5411,0.8538163001293662,983.0,Friday,0.0,8.3,1.7,5.0,0,0,2012,3,13,30,high,cold,dry,90,spring
2012-03-31,9656307.0,6172,0.6275113415424498,1565.0,Saturday,0.0,13.9,7.2,10.55,0,1,2012,3,13,31,low,cold,dry,91,spring
2012-04-01,9437380.0,5979,0.6074594413781569,1578.0,Sunday,0.04,17.2,7.2,12.2,0,1,2012,4,13,1,low,cold,light,92,spring
2012-04-02,6719174.0,5881,0.7944227172249617,1143.0,Monday,0.02,16.1,4.4,10.25,0,0,2012,4,14,2,medium,cold,light,93,spring
2012-04-03,7132973.0,6705,0.7989560029828486,1064.0,Tuesday,0.0,21.7,0.0,10.85,0,0,2012,4,14,3,medium,cold,dry,94,spring
2012-04-04,6616892.0,6383,0.8340905530314899,1037.0,Wednesday,0.0,23.9,7.8,15.85,0,0,2012,4,14,4,high,nice,dry,95,spring
2012-04-05,6906118.0,6388,0.8134001252348153,1081.0,Thursday,0.0,17.2,6.1,11.649999999999999,0,0,2012,4,14,5,high,cold,dry,96,spring
2012-04-06,8238824.0,6411,0.7179847137732023,1285.0,Friday,0.0,16.7,3.9,10.299999999999999,0,0,2012,4,14,6,medium,cold,dry,97,spring
2012-04-07,11859404.0,6806,0.5217455186600058,1742.0,Saturday,0.0,18.3,3.3,10.8,0,1,2012,4,14,7,low,cold,dry,98,spring
2012-04-08,8856911.0,5127,0.5646576945582212,1728.0,Sunday,0.0,23.3,3.3,13.3,0,1,2012,4,14,8,low,cold,dry,99,spring
2012-04-09,5805648.0,5544,0.8367604617604618,1047.0,Monday,0.0,20.0,8.3,14.15,0,0,2012,4,15,9,high,cold,dry,100,spring
2012-04-10,5623678.0,5867,0.8604056587693881,959.0,Tuesday,0.0,18.9,5.0,11.95,0,0,2012,4,15,10,high,cold,dry,101,spring
2012-04-11,3844432.0,4818,0.8999584889995849,798.0,Wednesday,0.0,12.8,2.2,7.5,0,0,2012,4,15,11,high,cold,dry,102,spring
2012-04-12,4838440.0,5352,0.8761210762331838,904.0,Thursday,0.0,16.7,2.8,9.75,0,0,2012,4,15,12,high,cold,dry,103,spring
2012-04-13,7317423.0,6332,0.8022741629816803,1156.0,Friday,0.0,18.9,2.8,10.85,0,0,2012,4,15,13,high,cold,dry,104,spring
2012-04-14,12425431.0,7367,0.6210126238631736,1687.0,Saturday,0.0,24.4,3.3,13.85,0,1,2012,4,15,14,low,cold,dry,105,spring
2012-04-15,11578909.0,7055,0.5968816442239546,1641.0,Sunday,0.0,30.0,13.3,21.65,0,1,2012,4,15,15,low,nice,dry,106,spring
2012-04-16,6802064.0,6303,0.8100904331270823,1079.0,Monday,0.0,32.2,17.2,24.700000000000003,0,0,2012,4,16,16,high,nice,dry,107,spring
2012-04-17,6737014.0,6619,0.8507327390844538,1018.0,Tuesday,0.0,25.6,12.8,19.200000000000003,0,0,2012,4,16,17,high,nice,dry,108,spring
2012-04-18,3298590.0,4334,0.919935394554684,761.0,Wednesday,0.16,16.1,10.0,13.05,0,0,2012,4,16,18,high,cold,light,109,spring
2012-04-19,6503718.0,6488,0.8694512946979038,1002.0,Thursday,0.0,21.1,7.8,14.450000000000001,0,0,2012,4,16,19,high,cold,dry,110,spring
2012-04-20,8038988.0,7203,0.8136887408024435,1116.0,Friday,0.0,22.8,6.7,14.75,0,0,2012,4,16,20,high,cold,dry,111,spring
2012-04-21,10769222.0,6540,0.6116207951070336,1647.0,Saturday,0.05,27.2,11.7,19.45,0,1,2012,4,16,21,low,nice,light,112,spring
2012-04-22,648364.0,1000,0.88,648.0,Sunday,1.33,13.9,7.2,10.55,0,1,2012,4,16,22,high,cold,heavy,113,spring
2012-04-23,2060539.0,3158,0.9385687143761876,652.0,Monday,0.02,10.0,4.4,7.2,0,0,2012,4,17,23,high,cold,light,114,spring
2012-04-24,4906852.0,5564,0.9074406901509704,882.0,Tuesday,0.0,16.7,2.8,9.75,0,0,2012,4,17,24,high,cold,dry,115,spring
2012-04-25,5516157.0,6137,0.8932703275215903,899.0,Wednesday,0.0,20.6,3.3,11.950000000000001,0,0,2012,4,17,25,high,cold,dry,116,spring
2012-04-26,4211961.0,4989,0.9047905391862096,844.0,Thursday,0.29,17.8,8.9,13.350000000000001,0,0,2012,4,17,26,high,cold,light,117,spring
2012-04-27,6295290.0,6181,0.8361106617052257,1018.0,Friday,0.0,16.1,6.7,11.4,0,0,2012,4,17,27,high,cold,dry,118,spring
2012-04-28,5031520.0,4176,0.7318007662835249,1205.0,Saturday,0.06,12.8,1.7,7.25,0,1,2012,4,17,28,medium,cold,light,119,spring
2012-04-29,9332924.0,6243,0.6427999359282396,1495.0,Sunday,0.02,21.1,5.0,13.05,0,1,2012,4,17,29,low,cold,light,120,spring
2012-04-30,4763190.0,5528,0.8793415340086831,862.0,Monday,0.0,17.2,8.3,12.75,0,0,2012,4,18,30,high,cold,dry,121,spring
2012-05-01,5163748.0,5693,0.8852977340593712,907.0,Tuesday,0.07,28.3,14.4,21.35,0,0,2012,5,18,1,high,nice,light,122,spring
2012-05-02,5205767.0,6102,0.8906915765322845,853.0,Wednesday,0.0,18.3,13.3,15.8,0,0,2012,5,18,2,high,nice,dry,123,spring
2012-05-03,5521674.0,6358,0.8798364265492293,868.0,Thursday,0.04,25.0,12.2,18.6,0,0,2012,5,18,3,high,nice,light,124,spring
2012-05-04,6231651.0,6214,0.8279691020276795,1003.0,Friday,0.0,29.4,15.6,22.5,0,0,2012,5,18,4,high,nice,dry,125,spring
2012-05-05,9377815.0,6822,0.633831720902961,1375.0,Saturday,0.02,26.7,15.6,21.15,0,1,2012,5,18,5,low,nice,light,126,spring
2012-05-06,8397640.0,6290,0.6600953895071542,1335.0,Sunday,0.0,22.2,15.0,18.6,0,1,2012,5,18,6,low,nice,dry,127,spring
2012-05-07,5891765.0,6209,0.8378160734417781,949.0,Monday,0.0,20.6,11.7,16.15,0,0,2012,5,19,7,high,nice,dry,128,spring
2012-05-08,5040148.0,5689,0.8704517489892776,886.0,Tuesday,0.1,22.2,15.0,18.6,0,0,2012,5,19,8,high,nice,light,129,spring
2012-05-09,4404403.0,4674,0.8673513050919983,942.0,Wednesday,0.26,24.4,14.4,19.4,0,0,2012,5,19,9,high,nice,light,130,spring
2012-05-10,6394958.0,6500,0.8420000000000001,984.0,Thursday,0.0,20.0,7.2,13.6,0,0,2012,5,19,10,high,cold,dry,131,spring
2012-05-11,7389166.0,6943,0.8103125450093619,1064.0,Friday,0.0,22.8,6.7,14.75,0,0,2012,5,19,11,high,cold,dry,132,spring
2012-05-12,11372565.0,7334,0.642350695391328,1551.0,Saturday,0.0,26.1,10.0,18.05,0,1,2012,5,19,12,low,nice,dry,133,spring
2012-05-13,9352891.0,6064,0.6419854881266491,1542.0,Sunday,0.0,27.8,12.2,20.0,0,1,2012,5,19,13,low,nice,dry,134,spring
2012-05-14,2248098.0,2819,0.8790351188364668,797.0,Monday,0.15,21.1,16.7,18.9,0,0,2012,5,20,14,high,nice,light,135,spring
2012-05-15,4856071.0,5073,0.8769958604376109,957.0,Tuesday,0.39,27.2,18.3,22.75,0,0,2012,5,20,15,high,nice,light,136,spring
2012-05-16,6823072.0,7255,0.8635423845623708,940.0,Wednesday,0.0,28.3,16.7,22.5,0,0,2012,5,20,16,high,nice,dry,137,spring
2012-05-17,8015307.0,7287,0.8296967201866338,1100.0,Thursday,0.0,23.9,11.7,17.799999999999997,0,0,2012,5,20,17,high,nice,dry,138,spring
2012-05-18,8846637.0,7556,0.7987030174695606,1171.0,Friday,0.0,23.9,8.3,16.1,0,0,2012,5,20,18,medium,nice,dry,139,spring
2012-05-19,13541234.0,8199,0.5843395536040981,1652.0,Saturday,0.0,28.3,9.4,18.85,0,1,2012,5,20,19,low,nice,dry,140,spring
2012-05-20,10564420.0,7042,0.6163021868787276,1500.0,Sunday,0.04,28.3,10.6,19.45,0,1,2012,5,20,20,low,nice,light,141,spring
2012-05-21,4025292.0,4317,0.8540653231410702,932.0,Monday,0.56,23.3,17.8,20.55,0,0,2012,5,21,21,high,nice,light,142,spring
2012-05-22,6016837.0,5992,0.8633177570093458,1004.0,Tuesday,0.0,25.0,16.7,20.85,0,0,2012,5,21,22,high,nice,dry,143,spring
2012-05-23,5345465.0,5199,0.8528563185227929,1028.0,Wednesday,0.0,26.7,17.2,21.95,0,0,2012,5,21,23,high,nice,dry,144,spring
2012-05-24,6728476.0,6705,0.84220730797912,1004.0,Thursday,0.0,27.2,19.4,23.299999999999997,0,0,2012,5,21,24,high,nice,dry,145,spring
2012-05-25,7136473.0,6668,0.7874925014997001,1070.0,Friday,0.0,28.3,20.6,24.450000000000003,0,0,2012,5,21,25,medium,nice,dry,146,spring
2012-05-26,10593382.0,6471,0.5589553392056871,1637.0,Saturday,0.0,31.7,18.9,25.299999999999997,0,1,2012,5,21,26,low,nice,dry,147,spring
2012-05-27,12209144.0,6535,0.4974751338944146,1868.0,Sunday,0.24,31.7,20.0,25.85,0,1,2012,5,21,27,low,nice,light,148,spring
2012-05-28,9387911.0,5991,0.5730262059756301,1567.0,Monday,0.0,33.9,18.9,26.4,1,1,2012,5,22,28,low,nice,dry,149,spring
2012-05-29,5745405.0,5686,0.8455856489623637,1010.0,Tuesday,0.12,32.8,20.6,26.7,0,0,2012,5,22,29,high,nice,light,150,spring
2012-05-30,6215026.0,6769,0.889939429753287,918.0,Wednesday,0.0,28.3,18.9,23.6,0,0,2012,5,22,30,high,nice,dry,151,spring
2012-05-31,7869737.0,7262,0.8488019829248141,1084.0,Thursday,0.0,29.4,17.8,23.6,0,0,2012,5,22,31,high,nice,dry,152,spring
2012-06-01,3667182.0,4078,0.8700343305541932,899.0,Friday,1.55,27.2,15.6,21.4,0,0,2012,6,22,1,high,nice,heavy,153,spring
2012-06-02,11659652.0,8025,0.6519626168224301,1453.0,Saturday,0.0,23.9,13.3,18.6,0,1,2012,6,22,2,low,nice,dry,154,spring
2012-06-03,10234394.0,7549,0.6696251159093921,1356.0,Sunday,0.0,26.1,11.7,18.9,0,1,2012,6,22,3,low,nice,dry,155,spring
2012-06-04,7282618.0,6905,0.8450398262128892,1055.0,Monday,0.06,23.3,13.9,18.6,0,0,2012,6,23,4,high,nice,light,156,spring
2012-06-05,6694122.0,6941,0.860682898717764,964.0,Tuesday,0.0,21.1,11.7,16.4,0,0,2012,6,23,5,high,nice,dry,157,spring
2012-06-06,6631696.0,6982,0.8530507018046405,950.0,Wednesday,0.0,25.0,10.0,17.5,0,0,2012,6,23,6,high,nice,dry,158,spring
2012-06-07,7305048.0,7410,0.8599190283400809,986.0,Thursday,0.04,26.7,13.3,20.0,0,0,2012,6,23,7,high,nice,light,159,spring
2012-06-08,8241386.0,7655,0.8057478772044415,1077.0,Friday,0.0,29.4,11.1,20.25,0,0,2012,6,23,8,high,nice,dry,160,spring
2012-06-09,11140424.0,7421,0.6353591160220995,1501.0,Saturday,0.0,32.2,16.7,24.450000000000003,0,1,2012,6,23,9,low,nice,dry,161,spring
2012-06-10,8540673.0,6532,0.6596754439681568,1308.0,Sunday,0.0,34.4,18.3,26.35,0,1,2012,6,23,10,low,nice,dry,162,spring
2012-06-11,6517921.0,6590,0.8462822458270106,989.0,Monday,0.0,31.7,18.9,25.299999999999997,0,0,2012,6,24,11,high,nice,dry,163,spring
2012-06-12,4198965.0,4916,0.9029698942229456,854.0,Tuesday,0.33,24.4,20.0,22.2,0,0,2012,6,24,12,high,nice,light,164,spring
2012-06-13,7695167.0,7353,0.8407452740378077,1047.0,Wednesday,0.0,26.7,19.4,23.049999999999997,0,0,2012,6,24,13,high,nice,dry,165,spring
2012-06-14,7526111.0,7299,0.8386080284970544,1031.0,Thursday,0.0,27.8,18.3,23.05,0,0,2012,6,24,14,high,nice,dry,166,spring
2012-06-15,8384921.0,7581,0.7938266719430155,1106.0,Friday,0.0,27.2,13.9,20.55,0,0,2012,6,24,15,medium,nice,dry,167,spring
2012-06-16,11728510.0,7630,0.6117955439056356,1537.0,Saturday,0.0,27.2,12.8,20.0,0,1,2012,6,24,16,low,nice,dry,168,spring
2012-06-17,9944849.0,6906,0.61830292499276,1440.0,Sunday,0.0,23.9,11.7,17.799999999999997,0,1,2012,6,24,17,low,nice,dry,169,spring
2012-06-18,4373247.0,5051,0.8713126113640863,866.0,Monday,0.03,21.1,14.4,17.75,0,0,2012,6,25,18,high,nice,light,170,spring
2012-06-19,6434484.0,6756,0.8570159857904085,952.0,Tuesday,0.0,31.1,19.4,25.25,0,0,2012,6,25,19,high,nice,dry,171,spring
2012-06-20,5547727.0,6138,0.8582600195503421,904.0,Wednesday,0.0,36.7,21.1,28.900000000000002,0,0,2012,6,25,20,high,nice,dry,172,summer
2012-06-21,5105190.0,5825,0.8669527896995708,876.0,Thursday,0.0,37.8,23.9,30.849999999999998,0,0,2012,6,25,21,high,nice,dry,173,summer
2012-06-22,5436755.0,5759,0.8331307518666435,944.0,Friday,0.04,36.7,21.7,29.200000000000003,0,0,2012,6,25,22,high,nice,light,174,summer
2012-06-23,10107952.0,7373,0.640173606401736,1371.0,Saturday,0.11,32.2,20.0,26.1,0,1,2012,6,25,23,low,nice,light,175,summer
2012-06-24,9462641.0,6823,0.6259709805071083,1387.0,Sunday,0.0,33.3,17.8,25.549999999999997,0,1,2012,6,25,24,low,nice,dry,176,summer
2012-06-25,6727025.0,6706,0.8303012227855652,1003.0,Monday,0.0,31.1,18.9,25.0,0,0,2012,6,26,25,high,nice,dry,177,summer
2012-06-26,7127298.0,7362,0.8537082314588427,968.0,Tuesday,0.0,27.2,14.4,20.8,0,0,2012,6,26,26,high,nice,dry,178,summer
2012-06-27,7245038.0,7253,0.8515097201158142,999.0,Wednesday,0.0,32.2,15.0,23.6,0,0,2012,6,26,27,high,nice,dry,179,summer
2012-06-28,6432204.0,6798,0.8645189761694616,946.0,Thursday,0.0,35.6,17.8,26.700000000000003,0,0,2012,6,26,28,high,nice,dry,180,summer
2012-06-29,4845217.0,5395,0.8463392029657091,898.0,Friday,0.51,39.4,21.7,30.549999999999997,0,0,2012,6,26,29,high,nice,light,181,summer
2012-06-30,6703884.0,5624,0.7414651493598862,1192.0,Saturday,0.01,35.0,21.1,28.05,0,1,2012,6,26,30,medium,nice,light,182,summer
2012-07-01,6214570.0,5454,0.7392739273927392,1139.0,Sunday,0.0,36.1,22.8,29.450000000000003,0,1,2012,7,26,1,medium,nice,dry,183,summer
2012-07-02,6039858.0,6158,0.8533614810003248,981.0,Monday,0.04,34.4,21.7,28.049999999999997,0,0,2012,7,27,2,high,nice,light,184,summer
2012-07-03,6382850.0,6582,0.8403220905499849,970.0,Tuesday,0.0,35.6,19.4,27.5,0,0,2012,7,27,3,high,nice,dry,185,summer
2012-07-04,10692813.0,7314,0.6498496035001368,1462.0,Wednesday,0.0,36.1,23.3,29.700000000000003,1,1,2012,7,27,4,low,nice,dry,186,summer
2012-07-05,6436519.0,6199,0.7735118567510889,1038.0,Thursday,0.0,37.2,25.6,31.400000000000002,0,0,2012,7,27,5,medium,nice,dry,187,summer
2012-07-06,6759527.0,6140,0.7775244299674267,1101.0,Friday,0.0,37.2,23.9,30.55,0,0,2012,7,27,6,medium,nice,dry,188,summer
2012-07-07,5433816.0,4789,0.6978492378367092,1135.0,Saturday,0.0,40.0,24.4,32.2,0,1,2012,7,27,7,low,nice,dry,189,summer
2012-07-08,4988654.0,4614,0.7394885132206328,1081.0,Sunday,0.0,37.8,27.8,32.8,0,1,2012,7,27,8,medium,nice,dry,190,summer
2012-07-09,6058767.0,6510,0.8466973886328725,931.0,Monday,0.33,30.0,21.7,25.85,0,0,2012,7,28,9,high,nice,light,191,summer
2012-07-10,5761585.0,6240,0.8471153846153846,923.0,Tuesday,0.0,32.2,19.4,25.8,0,0,2012,7,28,10,high,nice,dry,192,summer
2012-07-11,6438380.0,7192,0.8644327030033371,895.0,Wednesday,0.0,32.2,21.1,26.650000000000002,0,0,2012,7,28,11,high,nice,dry,193,summer
2012-07-12,7041983.0,7375,0.8600677966101695,955.0,Thursday,0.0,31.1,17.8,24.450000000000003,0,0,2012,7,28,12,high,nice,dry,194,summer
2012-07-13,7739230.0,7424,0.7963362068965517,1042.0,Friday,0.0,32.2,20.6,26.400000000000002,0,0,2012,7,28,13,medium,nice,dry,195,summer
2012-07-14,9020467.0,6891,0.6582498911623857,1309.0,Saturday,0.26,28.9,19.4,24.15,0,1,2012,7,28,14,low,nice,light,196,summer
2012-07-15,7095210.0,5952,0.6772513440860215,1192.0,Sunday,0.06,35.6,23.9,29.75,0,1,2012,7,28,15,low,nice,light,197,summer
2012-07-16,6577082.0,6767,0.8390719668981823,972.0,Monday,0.0,35.0,22.8,28.9,0,0,2012,7,29,16,high,nice,dry,198,summer
2012-07-17,6079516.0,6717,0.8628852166145601,905.0,Tuesday,0.0,37.8,23.3,30.549999999999997,0,0,2012,7,29,17,high,nice,dry,199,summer
2012-07-18,4972277.0,5667,0.8590082936297865,877.0,Wednesday,0.02,40.0,24.4,32.2,0,0,2012,7,29,18,high,nice,light,200,summer
2012-07-19,5768458.0,6546,0.864497402994195,881.0,Thursday,0.86,35.0,22.2,28.6,0,0,2012,7,29,19,high,nice,light,201,summer
2012-07-20,5089931.0,5818,0.8716053626675834,875.0,Friday,0.2,26.1,19.4,22.75,0,0,2012,7,29,20,high,nice,light,202,summer
2012-07-21,5381341.0,4416,0.7137681159420289,1219.0,Saturday,1.24,20.6,17.8,19.200000000000003,0,1,2012,7,29,21,medium,nice,heavy,203,summer
2012-07-22,9975675.0,7338,0.6533115290269829,1359.0,Sunday,0.0,27.2,19.4,23.299999999999997,0,1,2012,7,29,22,low,nice,dry,204,summer
2012-07-23,6652295.0,6885,0.8351488743645606,966.0,Monday,0.0,32.8,21.7,27.25,0,0,2012,7,30,23,high,nice,dry,205,summer
2012-07-24,7174375.0,7528,0.8485653560042508,953.0,Tuesday,0.0,32.8,23.3,28.049999999999997,0,0,2012,7,30,24,high,nice,dry,206,summer
2012-07-25,7992443.0,8091,0.8290693362995921,988.0,Wednesday,0.0,30.6,20.6,25.6,0,0,2012,7,30,25,high,nice,dry,207,summer
2012-07-26,6259173.0,6807,0.8478037314529161,920.0,Thursday,0.23,36.1,20.6,28.35,0,0,2012,7,30,26,high,nice,light,208,summer
2012-07-27,6312770.0,6840,0.8159356725146198,923.0,Friday,0.0,32.8,22.2,27.5,0,0,2012,7,30,27,high,nice,dry,209,summer
2012-07-28,8839453.0,6608,0.6619249394673123,1338.0,Saturday,0.0,32.8,22.2,27.5,0,1,2012,7,30,28,low,nice,dry,210,summer
2012-07-29,9114153.0,6524,0.6699877375843041,1397.0,Sunday,0.0,31.1,20.6,25.85,0,1,2012,7,30,29,low,nice,dry,211,summer
2012-07-30,7036014.0,7034,0.8524310491896503,1000.0,Monday,0.03,30.6,20.6,25.6,0,0,2012,7,31,30,high,nice,light,212,summer
2012-07-31,6475461.0,7140,0.8640056022408964,907.0,Tuesday,0.0,30.0,21.1,25.55,0,0,2012,7,31,31,high,nice,dry,213,summer
2012-08-01,7129664.0,7511,0.8570097190786846,949.0,Wednesday,0.0,31.1,21.7,26.4,0,0,2012,8,31,1,high,nice,dry,214,summer
2012-08-02,7057865.0,7163,0.8627669970682675,985.0,Thursday,0.06,32.2,20.6,26.400000000000002,0,0,2012,8,31,2,high,nice,light,215,summer
2012-08-03,7287795.0,7089,0.8128085766680773,1028.0,Friday,0.0,33.3,21.7,27.5,0,0,2012,8,31,3,high,nice,dry,216,summer
2012-08-04,9287300.0,6737,0.6519222205729553,1379.0,Saturday,0.0,33.9,24.4,29.15,0,1,2012,8,31,4,low,nice,dry,217,summer
2012-08-05,6691213.0,5395,0.6835959221501391,1240.0,Sunday,0.0,35.6,24.4,30.0,0,1,2012,8,31,5,low,nice,dry,218,summer
2012-08-06,6594900.0,6909,0.8215371254884932,955.0,Monday,0.01,33.3,22.8,28.049999999999997,0,0,2012,8,32,6,high,nice,light,219,summer
2012-08-07,7201766.0,7201,0.8226635189557006,1000.0,Tuesday,0.0,30.6,21.1,25.85,0,0,2012,8,32,7,high,nice,dry,220,summer
2012-08-08,6983432.0,7436,0.8305540613232921,939.0,Wednesday,0.0,31.7,21.7,26.7,0,0,2012,8,32,8,high,nice,dry,221,summer
2012-08-09,6595240.0,7189,0.833634719710669,917.0,Thursday,0.19,33.3,21.1,27.2,0,0,2012,8,32,9,high,nice,light,222,summer
2012-08-10,5193907.0,5718,0.8137460650577125,908.0,Friday,0.29,30.0,21.1,25.55,0,0,2012,8,32,10,high,nice,light,223,summer
